,MAE
"('BENZE-01', 'ISOPR-01')",0.6577799296292817
"('BENZE-01', '2-MET-01')",0.1343423679418644
"('BENZE-01', '2-MET-02')",0.21781122648318824
"('BENZE-01', '2:2:4-01')",0.3919207041324759
"('BENZE-01', '2-MET-03')",0.21134936606801885
"('BENZE-01', 'O-XYL-01')",0.522592699472071
"('BENZE-01', 'DICHL-01')",0.11833446128110003
"('BENZE-01', '1:2-D-01')",0.09760602472045554
"('BENZE-01', '2:4-D-01')",0.36369225067799227
"('BENZE-01', '1-OCT-02')",3.559019979588315
"('BENZE-01', '2-MET-04')",2.7720573978826653
"('BENZE-01', 'SULFO-01')",5.730588632555174
"('BENZE-01', 'N-MET-01')",2.1329244774828475
"('BENZE-01', 'CYCLO-03')",0.21196739805234222
"('BENZE-01', '2:3:4-01')",0.4290948754070555
"('BENZE-01', 'TETRA-01')",0.09885059539954229
"('BENZE-01', 'NITRO-01')",0.571871957519441
"('BENZE-01', '1:4-D-01')",0.5101050252710763
"('BENZE-01', 'N-PRO-01')",0.5080832516153495
"('BENZE-01', 'N-DEC-01')",1.6042445213697312
"('BENZE-01', 'N:N-D-01')",0.8166140456504539
"('BENZE-01', 'CHLOR-02')",0.13898518438687452
"('BENZE-01', 'N-OCT-02')",5.806169565465199
"('BENZE-01', '2:5-D-01')",0.39734749748474185
"('BENZE-01', 'METHY-03')",0.126324875271415
"('BENZE-01', '1-CHL-01')",0.20910937935599608
"('BENZE-01', 'DI-N--01')",11.748308035712428
"('BENZE-01', 'DIMET-02')",4.852859356563022
"('BENZE-01', 'DIETH-02')",0.2645622012454551
"('BENZE-01', 'DIBUT-01')",4.600493646969176
"('BENZE-01', 'N-BUT-02')",1.5620486992191607
"('BENZE-01', 'TRIPH-01')",4.7540402197339136
"('BENZE-01', 'DIETH-03')",9.337990289353
"('BENZE-01', '1-PEN-01')",2.7020657866887507
"('BENZE-01', 'TRIET-01')",8.521894556782046
"('BENZE-01', 'PROPY-01')",0.22787855401044238
