,Solute,Solvent,Solute SMILES,Solvent SMILES,Temp (K),ln gamma,Source
5714,"2,5-dimethylhexane",squalane,CC(C)CCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.2613647641344075,Brouwer
5715,2-methylpentane,squalane,CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.4307829160924542,Brouwer
5716,Benzene,squalane,c1ccccc1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,323.15,0.0028287286154717,Brouwer
5717,Cyclohexane,squalane,C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.6348782724359695,Brouwer
5718,Cyclohexane,squalane,C1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,303.15,-0.6263031452943806,Brouwer
5719,ethylcyclohexane,squalane,CCC1CCCCC1,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.527632742082372,Brouwer
5720,n-Heptane,squalane,CCCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.3566749439387324,Brouwer
5721,n-Hexane,squalane,CCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.4307829160924542,Brouwer
5722,n-Hexane,squalane,CCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,303.15,-0.4328859974828806,Brouwer
5723,n-Nonane,squalane,CCCCCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.3856624808119846,Brouwer
5724,n-Octane,squalane,CCCCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.342490308946776,Brouwer
5725,n-Octane,squalane,CCCCCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,338.2,0.0026285217956552,Brouwer
5726,n-Pentane,squalane,CCCCC,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,298.15,-0.5447271754416722,Brouwer
5727,"1,2-dichloroethane",Squalene,ClCCCl,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.4155154439616658,Brouwer
5728,1-hexene,Squalene,C=CCCCC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.4620354595965587,Brouwer
5729,"2,4-dimethylpentane",Squalene,CC(C)CC(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,303.15,-0.1851254841266889,Brouwer
5730,2-Butanone,Squalene,CCC(C)=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,0.131028262406404,Brouwer
5731,2-Propanol,Squalene,CC(C)O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,1.0647107369924282,Brouwer
5732,3-methyl-2-butanone,Squalene,CC(=O)C(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,0.0392207131532813,Brouwer
5733,3-methylpentane,Squalene,CCC(C)CC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,303.15,-0.3078847797693004,Brouwer
5734,Acetone,Squalene,CC(C)=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,0.3506568716131693,Brouwer
5735,Acetonitrile,Squalene,CC#N,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,1.3402504226184837,Brouwer
5736,Benzene,Squalene,c1ccccc1,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.6951491832306184,Brouwer
5737,Butyl Formate,Squalene,CCCCOC=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.0943106794712412,Brouwer
5738,Butyraldehyde,Squalene,CCCC=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.0100503358535014,Brouwer
5739,Di-iso-propyl ether,Squalene,CC(C)OC(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.3285040669720361,Brouwer
5740,Dimethyl carbonate,Squalene,COC(=O)OC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,0.3074846997479607,Brouwer
5741,Dimethylsulfoxide,Squalene,CS(C)=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,1.9459101490553128,Brouwer
5742,Ethyl acetate,Squalene,CCOC(C)=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.0618754037180875,Brouwer
5743,"N,N-dimethylformamide",Squalene,CN(C)C=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,1.1085626195212777,Brouwer
5744,Propionitrile,Squalene,CCC#N,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,1.0224509277025455,Brouwer
5745,Propyl acetate,Squalene,CCCOC(C)=O,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.1165338162559515,Brouwer
5746,Trimethyl orthoformate,Squalene,COC(OC)OC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.0304592074847085,Brouwer
5747,Trimethyl phosphate,Squalene,COP(=O)(OC)OC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,1.1939224684724346,Brouwer
5748,Trimethyl phosphite,Squalene,COP(OC)OC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-1.5141277326297755,Brouwer
5749,cyclopentanone,Squalene,O=C1CCCC1,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,0.1222176327242491,Brouwer
5750,furfural,Squalene,O=Cc1ccco1,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,1.1662709371419244,Brouwer
5751,isopropyl acetate,Squalene,CC(=O)OC(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.0725706928348353,Brouwer
5752,n-Heptane,Squalene,CCCCCCC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,303.15,0.1722712209404531,Brouwer
5753,n-Hexane,Squalene,CCCCCC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,303.15,-0.2890162954649176,Brouwer
5754,n-Hexane,Squalene,CCCCCC,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,-0.371063681390832,Brouwer
5755,nitroethane,Squalene,CC[N+](=O)[O-],CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,353.15,0.9082585601768908,Brouwer
5756,1-Butanol,Heptanedioic acid,CCCCO,O=C(O)CCCCCC(=O)O,384.95,-0.0943106794712412,Brouwer
5757,1-Chlorobutane,Heptanedioic acid,CCCCCl,O=C(O)CCCCCC(=O)O,384.95,1.235471471385307,Brouwer
5758,1-Chlorohexane,Heptanedioic acid,CCCCCCCl,O=C(O)CCCCCC(=O)O,384.95,1.706564623164823,Brouwer
5759,1-Chloropentane,Heptanedioic acid,CCCCCCl,O=C(O)CCCCCC(=O)O,384.95,1.4655675420143983,Brouwer
5760,1-Propanol,Heptanedioic acid,CCCO,O=C(O)CCCCCC(=O)O,384.95,-0.2357223335210698,Brouwer
5761,1-heptene,Heptanedioic acid,C=CCCCCC,O=C(O)CCCCCC(=O)O,284.95,2.166765369851511,Brouwer
5762,1-hexene,Heptanedioic acid,C=CCCCC,O=C(O)CCCCCC(=O)O,284.95,1.9878743481543453,Brouwer
5763,1-octene,Heptanedioic acid,C=CCCCCCC,O=C(O)CCCCCC(=O)O,284.95,2.3664984187376983,Brouwer
5764,2-Butanone,Heptanedioic acid,CCC(C)=O,O=C(O)CCCCCC(=O)O,384.95,0.1570037488096647,Brouwer
5765,4-methyl-2-pentanone,Heptanedioic acid,CC(=O)CC(C)C,O=C(O)CCCCCC(=O)O,384.95,0.5247285289349821,Brouwer
5766,Acetone,Heptanedioic acid,CC(C)=O,O=C(O)CCCCCC(=O)O,384.95,-0.1053605156578262,Brouwer
5767,Acetonitrile,Heptanedioic acid,CC#N,O=C(O)CCCCCC(=O)O,384.95,0.4885800148186709,Brouwer
5768,Benzene,Heptanedioic acid,c1ccccc1,O=C(O)CCCCCC(=O)O,284.95,0.7793248768009977,Brouwer
5769,Butyl Acetate,Heptanedioic acid,CCCCOC(C)=O,O=C(O)CCCCCC(=O)O,384.95,0.688134638736401,Brouwer
5770,Butyronitrile,Heptanedioic acid,CCCC#N,O=C(O)CCCCCC(=O)O,384.95,0.6830968447064438,Brouwer
5771,Chloroform,Heptanedioic acid,ClC(Cl)Cl,O=C(O)CCCCCC(=O)O,384.95,0.418710334858185,Brouwer
5772,Cyclohexane,Heptanedioic acid,C1CCCCC1,O=C(O)CCCCCC(=O)O,284.95,1.7934247485471162,Brouwer
5773,Ethanol,Heptanedioic acid,CCO,O=C(O)CCCCCC(=O)O,384.95,-0.371063681390832,Brouwer
5774,Ethyl acetate,Heptanedioic acid,CCOC(C)=O,O=C(O)CCCCCC(=O)O,384.95,0.3506568716131693,Brouwer
5775,Methanol,Heptanedioic acid,CO,O=C(O)CCCCCC(=O)O,384.95,-0.4155154439616658,Brouwer
5776,Methyl acetate,Heptanedioic acid,COC(C)=O,O=C(O)CCCCCC(=O)O,384.95,0.1655144384775733,Brouwer
5777,Propionitrile,Heptanedioic acid,CCC#N,O=C(O)CCCCCC(=O)O,384.95,0.6097655716208943,Brouwer
5778,Propyl acetate,Heptanedioic acid,CCCOC(C)=O,O=C(O)CCCCCC(=O)O,384.95,0.5128236264286637,Brouwer
5779,Tetrachloromethane,Heptanedioic acid,ClC(Cl)(Cl)Cl,O=C(O)CCCCCC(=O)O,384.95,1.0508216248317612,Brouwer
5780,Toluene,Heptanedioic acid,Cc1ccccc1,O=C(O)CCCCCC(=O)O,284.95,1.0188473201992472,Brouwer
5781,ethylbenzene,Heptanedioic acid,CCc1ccccc1,O=C(O)CCCCCC(=O)O,284.95,1.316408233655724,Brouwer
5782,ethylcyclohexane,Heptanedioic acid,CCC1CCCCC1,O=C(O)CCCCCC(=O)O,284.95,2.206074192613202,Brouwer
5783,m-Xylene,Heptanedioic acid,Cc1cccc(C)c1,O=C(O)CCCCCC(=O)O,284.95,1.208960345836975,Brouwer
5784,methylcyclohexane,Heptanedioic acid,CC1CCCCC1,O=C(O)CCCCCC(=O)O,284.95,1.9110228900548727,Brouwer
5785,n-Heptane,Heptanedioic acid,CCCCCCC,O=C(O)CCCCCC(=O)O,284.95,2.5209170873110334,Brouwer
5786,n-Hexane,Heptanedioic acid,CCCCCC,O=C(O)CCCCCC(=O)O,284.95,2.3194422100604686,Brouwer
5787,n-Octane,Heptanedioic acid,CCCCCCCC,O=C(O)CCCCCC(=O)O,284.95,2.7093826463359885,Brouwer
5788,n-Pentane,Heptanedioic acid,CCCCC,O=C(O)CCCCCC(=O)O,284.95,2.149433913499871,Brouwer
5789,nitromethane,Heptanedioic acid,C[N+](=O)[O-],O=C(O)CCCCCC(=O)O,384.95,0.6931471805599453,Brouwer
5790,o-Xylene,Heptanedioic acid,Cc1ccccc1C,O=C(O)CCCCCC(=O)O,284.95,1.175573329804238,Brouwer
5791,p-Xylene,Heptanedioic acid,Cc1ccc(C)cc1,O=C(O)CCCCCC(=O)O,284.95,1.2325602611778486,Brouwer
5792,1-Butanol,Decanedioic acid,CCCCO,O=C(O)CCCCCCCCC(=O)O,416.15,-0.2231435513142097,Brouwer
5793,1-Chlorobutane,Decanedioic acid,CCCCCl,O=C(O)CCCCCCCCC(=O)O,416.15,1.029619417181158,Brouwer
5794,1-Chlorohexane,Decanedioic acid,CCCCCCCl,O=C(O)CCCCCCCCC(=O)O,416.15,1.415853163361435,Brouwer
5795,1-Chloropentane,Decanedioic acid,CCCCCCl,O=C(O)CCCCCCCCC(=O)O,416.15,1.220829921392359,Brouwer
5796,1-Propanol,Decanedioic acid,CCCO,O=C(O)CCCCCCCCC(=O)O,416.15,-0.3285040669720361,Brouwer
5797,1-heptene,Decanedioic acid,C=CCCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.42791603581071,Brouwer
5798,1-hexene,Decanedioic acid,C=CCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.2556160374777745,Brouwer
5799,1-octene,Decanedioic acid,C=CCCCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.547562508716013,Brouwer
5800,4-methyl-2-pentanone,Decanedioic acid,CC(=O)CC(C)C,O=C(O)CCCCCCCCC(=O)O,416.15,0.2468600779315258,Brouwer
5801,Acetone,Decanedioic acid,CC(C)=O,O=C(O)CCCCCCCCC(=O)O,416.15,-0.2484613592984996,Brouwer
5802,Acetonitrile,Decanedioic acid,CC#N,O=C(O)CCCCCCCCC(=O)O,416.15,0.1043600153242428,Brouwer
5803,Benzene,Decanedioic acid,c1ccccc1,O=C(O)CCCCCCCCC(=O)O,416.15,0.3506568716131693,Brouwer
5804,Butyl Acetate,Decanedioic acid,CCCCOC(C)=O,O=C(O)CCCCCCCCC(=O)O,416.15,0.2700271372130602,Brouwer
5805,Butyronitrile,Decanedioic acid,CCCC#N,O=C(O)CCCCCCCCC(=O)O,416.15,0.3074846997479607,Brouwer
5806,Chloroform,Decanedioic acid,ClC(Cl)Cl,O=C(O)CCCCCCCCC(=O)O,416.15,-0.3285040669720361,Brouwer
5807,Cyclohexane,Decanedioic acid,C1CCCCC1,O=C(O)CCCCCCCCC(=O)O,416.15,1.0043016091968684,Brouwer
5808,Ethanol,Decanedioic acid,CCO,O=C(O)CCCCCCCCC(=O)O,416.15,-0.4620354595965587,Brouwer
5809,Ethyl acetate,Decanedioic acid,CCOC(C)=O,O=C(O)CCCCCCCCC(=O)O,416.15,0.0198026272961797,Brouwer
5810,Methanol,Decanedioic acid,CO,O=C(O)CCCCCCCCC(=O)O,416.15,-0.4620354595965587,Brouwer
5811,Methyl acetate,Decanedioic acid,COC(C)=O,O=C(O)CCCCCCCCC(=O)O,416.15,-0.1625189294977749,Brouwer
5812,Propionitrile,Decanedioic acid,CCC#N,O=C(O)CCCCCCCCC(=O)O,416.15,0.2231435513142097,Brouwer
5813,Propyl acetate,Decanedioic acid,CCCOC(C)=O,O=C(O)CCCCCCCCC(=O)O,416.15,0.1397619423751586,Brouwer
5814,Tetrachloromethane,Decanedioic acid,ClC(Cl)(Cl)Cl,O=C(O)CCCCCCCCC(=O)O,416.15,0.8372475245337022,Brouwer
5815,Toluene,Decanedioic acid,Cc1ccccc1,O=C(O)CCCCCCCCC(=O)O,416.15,0.5596157879354227,Brouwer
5816,ethylbenzene,Decanedioic acid,CCc1ccccc1,O=C(O)CCCCCCCCC(=O)O,416.15,0.7839015438284094,Brouwer
5817,ethylcyclohexane,Decanedioic acid,CCC1CCCCC1,O=C(O)CCCCCCCCC(=O)O,416.15,1.3686394258811698,Brouwer
5818,m-Xylene,Decanedioic acid,Cc1cccc(C)c1,O=C(O)CCCCCCCCC(=O)O,416.15,0.7466879474879751,Brouwer
5819,methylcyclohexane,Decanedioic acid,CC1CCCCC1,O=C(O)CCCCCCCCC(=O)O,416.15,1.1878434223960523,Brouwer
5820,n-Heptane,Decanedioic acid,CCCCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.6752256529721037,Brouwer
5821,n-Hexane,Decanedioic acid,CCCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.551808799597464,Brouwer
5822,n-Octane,Decanedioic acid,CCCCCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.7967470107390942,Brouwer
5823,n-Pentane,Decanedioic acid,CCCCC,O=C(O)CCCCCCCCC(=O)O,416.15,1.316408233655724,Brouwer
5824,nitromethane,Decanedioic acid,C[N+](=O)[O-],O=C(O)CCCCCCCCC(=O)O,416.15,0.2776317365982795,Brouwer
5825,o-Xylene,Decanedioic acid,Cc1ccccc1C,O=C(O)CCCCCCCCC(=O)O,416.15,0.7080357930536959,Brouwer
5826,p-Xylene,Decanedioic acid,Cc1ccc(C)cc1,O=C(O)CCCCCCCCC(=O)O,416.15,0.7275486072772777,Brouwer
5827,Toluene,n-Hexanol,Cc1ccccc1,CCCCCCO,323.15,0.8544153281560676,Brouwer
5828,ethylbenzene,n-Hexanol,CCc1ccccc1,CCCCCCO,323.15,1.0188473201992472,Brouwer
5829,monoethanolamine,n-Hexanol,NCCO,CCCCCCO,363.15,0.3435897043900768,Brouwer
5830,monoethanolamine,n-Hexanol,NCCO,CCCCCCO,383.15,0.3541718137206139,Brouwer
5831,n-Heptane,n-Hexanol,CCCCCCC,CCCCCCO,293.15,1.35,Brouwer
5832,n-Hexane,n-Hexanol,CCCCCC,CCCCCCO,293.15,1.23,Brouwer
5833,n-Pentane,n-Hexanol,CCCCC,CCCCCCO,293.15,1.14,Brouwer
5834,Tetrachloromethane,n-hexanol,ClC(Cl)(Cl)Cl,CCCCCCO,293.2,0.6981347220709843,Brouwer
5835,Tetrachloromethane,n-hexanol,ClC(Cl)(Cl)Cl,CCCCCCO,313.2,0.6830968447064438,Brouwer
5836,Tetrachloromethane,n-hexanol,ClC(Cl)(Cl)Cl,CCCCCCO,333.2,0.6626879730752367,Brouwer
5837,furan,n-hexanol,c1ccoc1,CCCCCCO,293.1,0.8628899551470398,Brouwer
5838,furan,n-hexanol,c1ccoc1,CCCCCCO,298.1,0.8109302162163288,Brouwer
5839,furan,n-hexanol,c1ccoc1,CCCCCCO,303.1,0.7839015438284094,Brouwer
5840,furan,n-hexanol,c1ccoc1,CCCCCCO,308.1,0.7654678421395714,Brouwer
5841,furan,n-hexanol,c1ccoc1,CCCCCCO,313.1,0.7371640659767196,Brouwer
5842,furan,n-hexanol,c1ccoc1,CCCCCCO,318.0,0.7323678937132266,Brouwer
5843,furan,n-hexanol,c1ccoc1,CCCCCCO,323.0,0.7080357930536959,Brouwer
5844,1-heptene,Diethylene Glycol,C=CCCCCC,OCCOCCO,298.15,4.42484663185681,Brouwer
5845,1-heptene,Diethylene Glycol,C=CCCCCC,OCCOCCO,304.15,4.430816798843313,Brouwer
5846,1-heptene,Diethylene Glycol,C=CCCCCC,OCCOCCO,313.15,4.354141431184346,Brouwer
5847,1-heptene,Diethylene Glycol,C=CCCCCC,OCCOCCO,323.15,4.29592393562047,Brouwer
5848,1-hexene,Diethylene Glycol,C=CCCCC,OCCOCCO,304.15,4.030694535145645,Brouwer
5849,1-hexene,Diethylene Glycol,C=CCCCC,OCCOCCO,313.15,3.958906591326997,Brouwer
5850,1-hexene,Diethylene Glycol,C=CCCCC,OCCOCCO,323.15,3.9160150266976834,Brouwer
5851,1-nonene,Diethylene Glycol,C=CCCCCCCC,OCCOCCO,304.15,5.236441962829949,Brouwer
5852,1-nonene,Diethylene Glycol,C=CCCCCCCC,OCCOCCO,313.15,5.159055299214529,Brouwer
5853,1-nonene,Diethylene Glycol,C=CCCCCCCC,OCCOCCO,323.15,5.068904202220232,Brouwer
5854,1-octene,Diethylene Glycol,C=CCCCCCC,OCCOCCO,298.15,4.852030263919617,Brouwer
5855,1-octene,Diethylene Glycol,C=CCCCCCC,OCCOCCO,304.15,4.836281906951478,Brouwer
5856,1-octene,Diethylene Glycol,C=CCCCCCC,OCCOCCO,313.15,4.7535901911063645,Brouwer
5857,1-octene,Diethylene Glycol,C=CCCCCCC,OCCOCCO,323.15,4.68213122712422,Brouwer
5858,"2,2,4-trimethylpentane",Diethylene Glycol,CC(C)CC(C)(C)C,OCCOCCO,298.15,5.272999558563747,Brouwer
5859,"2,4,4-trimethyl-1-pentene",Diethylene Glycol,C=C(C)CC(C)(C)C,OCCOCCO,298.15,4.691347882229144,Brouwer
5860,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,298.15,1.8687205103641835,Brouwer
5861,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,323.15,1.9154509415706047,Brouwer
5862,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,323.15,1.9050881545350584,Brouwer
5863,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,323.15,1.900613874140137,Brouwer
5864,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,323.15,1.8931119634883424,Brouwer
5865,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,323.15,1.8946168546677629,Brouwer
5866,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,343.15,1.8702625307159984,Brouwer
5867,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,343.15,1.8562979903656265,Brouwer
5868,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,343.15,1.873339456220478,Brouwer
5869,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,363.15,1.8578592709325787,Brouwer
5870,Benzene,Diethylene Glycol,c1ccccc1,OCCOCCO,363.15,1.851599469584072,Brouwer
5871,Cyclohexane,Diethylene Glycol,C1CCCCC1,OCCOCCO,298.15,3.929862923556477,Brouwer
5872,Cyclohexane,Diethylene Glycol,C1CCCCC1,OCCOCCO,304.15,3.92395157629342,Brouwer
5873,Cyclohexane,Diethylene Glycol,C1CCCCC1,OCCOCCO,313.15,3.843744164674852,Brouwer
5874,Cyclohexane,Diethylene Glycol,C1CCCCC1,OCCOCCO,323.15,3.7727609380946383,Brouwer
5875,Cyclopentane,Diethylene Glycol,C1CCCC1,OCCOCCO,304.15,3.520460802488973,Brouwer
5876,Cyclopentane,Diethylene Glycol,C1CCCC1,OCCOCCO,313.15,3.4531571205928664,Brouwer
5877,Cyclopentane,Diethylene Glycol,C1CCCC1,OCCOCCO,323.15,3.40452517175483,Brouwer
5878,Isopropylbenzene,Diethylene Glycol,CC(C)c1ccccc1,OCCOCCO,298.15,3.190476350346503,Brouwer
5879,Propylbenzene,Diethylene Glycol,CCCc1ccccc1,OCCOCCO,298.15,3.254242968705492,Brouwer
5880,Toluene,Diethylene Glycol,Cc1ccccc1,OCCOCCO,298.15,2.341805806147327,Brouwer
5881,cis-2-hexene,Diethylene Glycol,CC=CCCC,OCCOCCO,298.15,3.92395157629342,Brouwer
5882,cyclohexene,Diethylene Glycol,C1=CCCCC1,OCCOCCO,298.15,3.258096538021482,Brouwer
5883,ethylbenzene,Diethylene Glycol,CCc1ccccc1,OCCOCCO,298.15,2.785011242238338,Brouwer
5884,ethylcyclohexane,Diethylene Glycol,CCC1CCCCC1,OCCOCCO,298.15,4.762173934797756,Brouwer
5885,m-Xylene,Diethylene Glycol,Cc1cccc(C)c1,OCCOCCO,298.15,2.8678989020441064,Brouwer
5886,methylcyclohexane,Diethylene Glycol,CC1CCCCC1,OCCOCCO,298.15,4.37197629882038,Brouwer
5887,methylcyclohexane,Diethylene Glycol,CC1CCCCC1,OCCOCCO,304.15,4.3463994570307305,Brouwer
5888,methylcyclohexane,Diethylene Glycol,CC1CCCCC1,OCCOCCO,313.15,4.264087336809195,Brouwer
5889,methylcyclohexane,Diethylene Glycol,CC1CCCCC1,OCCOCCO,323.15,4.189654742026425,Brouwer
5890,n-Heptane,Diethylene Glycol,CCCCCCC,OCCOCCO,298.15,5.111987788356544,Brouwer
5891,n-Heptane,Diethylene Glycol,CCCCCCC,OCCOCCO,304.15,5.159055299214529,Brouwer
5892,n-Heptane,Diethylene Glycol,CCCCCCC,OCCOCCO,313.15,5.017279836814924,Brouwer
5893,n-Heptane,Diethylene Glycol,CCCCCCC,OCCOCCO,323.15,4.941642422609304,Brouwer
5894,n-Hexane,Diethylene Glycol,CCCCCC,OCCOCCO,298.15,4.700480365792417,Brouwer
5895,n-Hexane,Diethylene Glycol,CCCCCC,OCCOCCO,304.15,4.718498871295094,Brouwer
5896,n-Hexane,Diethylene Glycol,CCCCCC,OCCOCCO,313.15,4.624972813284271,Brouwer
5897,n-Hexane,Diethylene Glycol,CCCCCC,OCCOCCO,323.15,4.545420181582317,Brouwer
5898,n-Nonane,Diethylene Glycol,CCCCCCCCC,OCCOCCO,298.15,5.918893854273146,Brouwer
5899,n-Nonane,Diethylene Glycol,CCCCCCCCC,OCCOCCO,304.15,5.916202062607435,Brouwer
5900,n-Nonane,Diethylene Glycol,CCCCCCCCC,OCCOCCO,313.15,5.796057750765372,Brouwer
5901,n-Nonane,Diethylene Glycol,CCCCCCCCC,OCCOCCO,323.15,5.68697535633982,Brouwer
5902,n-Octane,Diethylene Glycol,CCCCCCCC,OCCOCCO,298.15,5.521460917862246,Brouwer
5903,n-Octane,Diethylene Glycol,CCCCCCCC,OCCOCCO,304.15,5.517452896464707,Brouwer
5904,n-Octane,Diethylene Glycol,CCCCCCCC,OCCOCCO,313.15,5.407171771460119,Brouwer
5905,n-Octane,Diethylene Glycol,CCCCCCCC,OCCOCCO,323.15,5.313205979041787,Brouwer
5906,n-Pentane,Diethylene Glycol,CCCCC,OCCOCCO,304.15,4.3054155323020415,Brouwer
5907,n-Pentane,Diethylene Glycol,CCCCC,OCCOCCO,313.15,4.255612709818223,Brouwer
5908,n-Pentane,Diethylene Glycol,CCCCC,OCCOCCO,323.15,4.1956970564823886,Brouwer
5909,o-Xylene,Diethylene Glycol,Cc1ccccc1C,OCCOCCO,298.15,2.740840023925201,Brouwer
5910,p-Xylene,Diethylene Glycol,Cc1ccc(C)cc1,OCCOCCO,298.15,2.862200880929469,Brouwer
5911,"1,2-dichloropropane",Diethylene glycol,CC(Cl)CCl,OCCOCCO,298.15,1.5085119938441398,Brouwer
5912,1-Chlorobutane,Diethylene glycol,CCCCCl,OCCOCCO,298.15,2.653241964607215,Brouwer
5913,1-Propanol,Diethylene glycol,CCCO,OCCOCCO,333.2,0.5877866649021191,Brouwer
5914,1-Propanol,Diethylene glycol,CCCO,OCCOCCO,348.2,0.5709795465857378,Brouwer
5915,1-Propanol,Diethylene glycol,CCCO,OCCOCCO,363.2,0.5538851132264376,Brouwer
5916,1-heptene,Diethylene glycol,C=CCCCCC,OCCOCCO,333.2,4.280547465724028,Brouwer
5917,1-heptene,Diethylene glycol,C=CCCCCC,OCCOCCO,348.2,4.198554416122531,Brouwer
5918,1-heptene,Diethylene glycol,C=CCCCCC,OCCOCCO,363.2,4.101816577060802,Brouwer
5919,1-heptyne,Diethylene glycol,C#CCCCCC,OCCOCCO,333.2,3.0091419604639085,Brouwer
5920,1-heptyne,Diethylene glycol,C#CCCCCC,OCCOCCO,348.2,3.0363942552728806,Brouwer
5921,1-heptyne,Diethylene glycol,C#CCCCCC,OCCOCCO,363.2,2.962175490025148,Brouwer
5922,1-hexene,Diethylene glycol,C=CCCCC,OCCOCCO,333.2,3.9253340194878175,Brouwer
5923,1-hexene,Diethylene glycol,C=CCCCC,OCCOCCO,348.2,3.857144343918157,Brouwer
