,Solute,Solvent,Solute SMILES,Solvent SMILES,Temp (K),ln gamma,Source
5924,1-hexene,Diethylene glycol,C=CCCCC,OCCOCCO,363.2,3.660222744864132,Brouwer
5925,1-hexyne,Diethylene glycol,C#CCCCC,OCCOCCO,333.2,2.644044871126298,Brouwer
5926,1-hexyne,Diethylene glycol,C#CCCCC,OCCOCCO,348.2,2.6803363625346943,Brouwer
5927,1-hexyne,Diethylene glycol,C#CCCCC,OCCOCCO,363.2,2.6239436918052106,Brouwer
5928,1-octene,Diethylene glycol,C=CCCCCCC,OCCOCCO,333.2,4.614129927359564,Brouwer
5929,1-octene,Diethylene glycol,C=CCCCCCC,OCCOCCO,348.2,4.538068382447356,Brouwer
5930,1-octene,Diethylene glycol,C=CCCCCCC,OCCOCCO,363.2,4.414130738574414,Brouwer
5931,1-octyne,Diethylene glycol,C#CCCCCCC,OCCOCCO,333.2,3.3975239762958465,Brouwer
5932,1-octyne,Diethylene glycol,C#CCCCCCC,OCCOCCO,348.2,3.391820219849558,Brouwer
5933,1-octyne,Diethylene glycol,C#CCCCCCC,OCCOCCO,363.2,3.297317251174764,Brouwer
5934,1-pentene,Diethylene glycol,C=CCCC,OCCOCCO,333.2,3.5647324613710536,Brouwer
5935,1-pentene,Diethylene glycol,C=CCCC,OCCOCCO,348.2,3.494080375808869,Brouwer
5936,1-pentene,Diethylene glycol,C=CCCC,OCCOCCO,363.2,3.3170908723651555,Brouwer
5937,1-pentyne,Diethylene glycol,C#CCCC,OCCOCCO,333.2,2.295560478057081,Brouwer
5938,1-pentyne,Diethylene glycol,C#CCCC,OCCOCCO,348.2,2.349468678892896,Brouwer
5939,1-pentyne,Diethylene glycol,C#CCCC,OCCOCCO,363.2,2.3174737054877963,Brouwer
5940,2-Propanol,Diethylene glycol,CC(C)O,OCCOCCO,333.2,0.5822156198526637,Brouwer
5941,2-Propanol,Diethylene glycol,CC(C)O,OCCOCCO,348.2,0.5709795465857378,Brouwer
5942,2-Propanol,Diethylene glycol,CC(C)O,OCCOCCO,363.2,0.5538851132264376,Brouwer
5943,2-bromopropane,Diethylene glycol,CC(C)Br,OCCOCCO,298.15,2.186051276738094,Brouwer
5944,Acetonitrile,Diethylene glycol,CC#N,OCCOCCO,298.15,0.7419373447293773,Brouwer
5945,Benzene,Diethylene glycol,c1ccccc1,OCCOCCO,333.2,1.99197551589856,Brouwer
5946,Benzene,Diethylene glycol,c1ccccc1,OCCOCCO,348.2,1.9754689512968573,Brouwer
5947,Benzene,Diethylene glycol,c1ccccc1,OCCOCCO,363.2,1.9530276168241767,Brouwer
5948,Benzene,Diethylene glycol,c1ccccc1,OCCOCCO,298.15,1.916922612182061,Brouwer
5949,Benzene,Diethylene glycol,c1ccccc1,OCCOCCO,333.15,1.871802176901592,Brouwer
5950,Benzene,Diethylene glycol,c1ccccc1,OCCOCCO,373.15,1.824549292051046,Brouwer
5951,Butyl Acetate,Diethylene glycol,CCCCOC(C)=O,OCCOCCO,298.15,2.451005098112319,Brouwer
5952,Chlorobenzene,Diethylene glycol,Clc1ccccc1,OCCOCCO,298.15,1.8825138324965192,Brouwer
5953,Chloroform,Diethylene glycol,ClC(Cl)Cl,OCCOCCO,298.15,0.418710334858185,Brouwer
5954,Cycloheptane,Diethylene glycol,C1CCCCCC1,OCCOCCO,333.2,3.958524839079566,Brouwer
5955,Cycloheptane,Diethylene glycol,C1CCCCCC1,OCCOCCO,348.2,3.8588331769140254,Brouwer
5956,Cycloheptane,Diethylene glycol,C1CCCCCC1,OCCOCCO,363.2,3.740285242173836,Brouwer
5957,Cyclohexane,Diethylene glycol,C1CCCCC1,OCCOCCO,333.2,3.755135249891002,Brouwer
5958,Cyclohexane,Diethylene glycol,C1CCCCC1,OCCOCCO,348.2,3.66842161221154,Brouwer
5959,Cyclohexane,Diethylene glycol,C1CCCCC1,OCCOCCO,363.2,3.551913599040779,Brouwer
5960,Cyclooctane,Diethylene glycol,C1CCCCCCC1,OCCOCCO,333.2,4.258021154702763,Brouwer
5961,Cyclooctane,Diethylene glycol,C1CCCCCCC1,OCCOCCO,348.2,4.116432158686106,Brouwer
5962,Cyclooctane,Diethylene glycol,C1CCCCCCC1,OCCOCCO,363.2,3.955274047422461,Brouwer
5963,Cyclopentane,Diethylene glycol,C1CCCC1,OCCOCCO,333.2,3.4314032237192214,Brouwer
5964,Cyclopentane,Diethylene glycol,C1CCCC1,OCCOCCO,348.2,3.317815772723105,Brouwer
5965,Cyclopentane,Diethylene glycol,C1CCCC1,OCCOCCO,363.2,3.255014871484074,Brouwer
5966,Dichloromethane,Diethylene glycol,ClCCl,OCCOCCO,298.15,0.4510756193602167,Brouwer
5967,Ethanol,Diethylene glycol,CCO,OCCOCCO,333.2,0.3852624007906449,Brouwer
5968,Ethanol,Diethylene glycol,CCO,OCCOCCO,348.2,0.378436435720245,Brouwer
5969,Ethanol,Diethylene glycol,CCO,OCCOCCO,363.2,0.378436435720245,Brouwer
5970,Methanol,Diethylene glycol,CO,OCCOCCO,333.2,-0.0120725812342692,Brouwer
5971,Methanol,Diethylene glycol,CO,OCCOCCO,348.2,0.009950330853168,Brouwer
5972,Methanol,Diethylene glycol,CO,OCCOCCO,363.2,0.0198026272961797,Brouwer
5973,Tetrahydrofuran,Diethylene glycol,C1CCOC1,OCCOCCO,298.15,1.1378330018213911,Brouwer
5974,Toluene,Diethylene glycol,Cc1ccccc1,OCCOCCO,333.2,2.4176979000945504,Brouwer
5975,Toluene,Diethylene glycol,Cc1ccccc1,OCCOCCO,348.2,2.392425796993835,Brouwer
5976,Toluene,Diethylene glycol,Cc1ccccc1,OCCOCCO,363.2,2.354228326145884,Brouwer
5977,bromobenzene,Diethylene glycol,Brc1ccccc1,OCCOCCO,298.15,2.0001277349601105,Brouwer
5978,ethylbenzene,Diethylene glycol,CCc1ccccc1,OCCOCCO,333.2,1.3137236682850553,Brouwer
5979,ethylbenzene,Diethylene glycol,CCc1ccccc1,OCCOCCO,348.2,1.2864740258376797,Brouwer
5980,ethylbenzene,Diethylene glycol,CCc1ccccc1,OCCOCCO,363.2,1.220829921392359,Brouwer
5981,fluorobenzene,Diethylene glycol,Fc1ccccc1,OCCOCCO,298.15,1.6882490928583902,Brouwer
5982,n-Heptane,Diethylene glycol,CCCCCCC,OCCOCCO,333.2,4.877484781308751,Brouwer
5983,n-Heptane,Diethylene glycol,CCCCCCC,OCCOCCO,348.2,4.805659046737495,Brouwer
5984,n-Heptane,Diethylene glycol,CCCCCCC,OCCOCCO,363.2,4.557764063590821,Brouwer
5985,n-Hexane,Diethylene glycol,CCCCCC,OCCOCCO,333.2,4.561531728958262,Brouwer
5986,n-Hexane,Diethylene glycol,CCCCCC,OCCOCCO,348.2,4.430935839376756,Brouwer
5987,n-Hexane,Diethylene glycol,CCCCCC,OCCOCCO,363.2,4.411099882159589,Brouwer
5988,n-Hexane,Diethylene glycol,CCCCCC,OCCOCCO,298.15,4.653960350157523,Brouwer
5989,n-Hexane,Diethylene glycol,CCCCCC,OCCOCCO,333.15,4.158883083359672,Brouwer
5990,n-Hexane,Diethylene glycol,CCCCCC,OCCOCCO,373.15,3.737669618283368,Brouwer
5991,n-Nonane,Diethylene glycol,CCCCCCCCC,OCCOCCO,333.2,5.575570243509278,Brouwer
5992,n-Nonane,Diethylene glycol,CCCCCCCCC,OCCOCCO,348.2,5.439816928821736,Brouwer
5993,n-Nonane,Diethylene glycol,CCCCCCCCC,OCCOCCO,363.2,5.264760583019194,Brouwer
5994,n-Octane,Diethylene glycol,CCCCCCCC,OCCOCCO,333.2,5.234312036572124,Brouwer
5995,n-Octane,Diethylene glycol,CCCCCCCC,OCCOCCO,348.2,5.123963979403259,Brouwer
5996,n-Octane,Diethylene glycol,CCCCCCCC,OCCOCCO,363.2,4.980863135762585,Brouwer
5997,n-Pentane,Diethylene glycol,CCCCC,OCCOCCO,333.2,4.2510633701550695,Brouwer
5998,n-Pentane,Diethylene glycol,CCCCC,OCCOCCO,348.2,3.984529696214894,Brouwer
5999,n-Pentane,Diethylene glycol,CCCCC,OCCOCCO,363.2,3.992496389578023,Brouwer
6000,"1,7-octadiene",diethylene glycol,C=CCCCCC=C,OCCOCCO,298.15,4.155753190350744,Brouwer
6001,1-heptene,diethylene glycol,C=CCCCCC,OCCOCCO,298.15,4.412798293340635,Brouwer
6002,1-heptyne,diethylene glycol,C#CCCCCC,OCCOCCO,298.15,2.9652730660692823,Brouwer
6003,1-octyne,diethylene glycol,C#CCCCCCC,OCCOCCO,298.15,3.367295829986474,Brouwer
6004,"2,2,4-trimethylpentane",diethylene glycol,CC(C)CC(C)(C)C,OCCOCCO,298.15,5.335131339670753,Brouwer
6005,Benzene,diethylene glycol,c1ccccc1,OCCOCCO,298.15,1.916922612182061,Brouwer
6006,Cyclohexane,diethylene glycol,C1CCCCC1,OCCOCCO,298.15,3.929862923556477,Brouwer
6007,Toluene,diethylene glycol,Cc1ccccc1,OCCOCCO,298.15,2.33214389523559,Brouwer
6008,cyclohexene,diethylene glycol,C1=CCCCC1,OCCOCCO,298.15,3.2228678461377385,Brouwer
6009,ethylbenzene,diethylene glycol,CCc1ccccc1,OCCOCCO,298.15,2.785011242238338,Brouwer
6010,m-Xylene,diethylene glycol,Cc1cccc(C)c1,OCCOCCO,298.15,2.791165107812717,Brouwer
6011,methylcyclohexane,diethylene glycol,CC1CCCCC1,OCCOCCO,298.15,4.338597076746545,Brouwer
6012,n-Decane,diethylene glycol,CCCCCCCCCC,OCCOCCO,298.15,6.4108325603851375,Brouwer
6013,n-Heptane,diethylene glycol,CCCCCCC,OCCOCCO,298.15,5.099866427824199,Brouwer
6014,n-Hexane,diethylene glycol,CCCCCC,OCCOCCO,298.15,4.653960350157523,Brouwer
6015,n-Hexane,diethylene glycol,CCCCCC,OCCOCCO,298.15,4.68213122712422,Brouwer
6016,n-Nonane,diethylene glycol,CCCCCCCCC,OCCOCCO,298.15,5.966146739123692,Brouwer
6017,n-Octane,diethylene glycol,CCCCCCCC,OCCOCCO,298.15,5.517452896464707,Brouwer
6018,n-Undecane,diethylene glycol,CCCCCCCCCCC,OCCOCCO,298.15,6.854881789375069,Brouwer
6019,o-Xylene,diethylene glycol,Cc1ccccc1C,OCCOCCO,298.15,2.667228206581955,Brouwer
6020,p-Xylene,diethylene glycol,Cc1ccc(C)cc1,OCCOCCO,298.15,2.8213788864092133,Brouwer
6021,"2,2,4-trimethylpentane",Thiodiglycol,CC(C)CC(C)(C)C,OCCSCCO,298.15,4.839198285104239,Brouwer
6022,"2,2,4-trimethylpentane",Thiodiglycol,CC(C)CC(C)(C)C,OCCSCCO,313.15,4.759486566371969,Brouwer
6023,"2,2,4-trimethylpentane",Thiodiglycol,CC(C)CC(C)(C)C,OCCSCCO,333.15,4.565014636010996,Brouwer
6024,Benzene,Thiodiglycol,c1ccccc1,OCCSCCO,298.15,2.174751721484161,Brouwer
6025,Benzene,Thiodiglycol,c1ccccc1,OCCSCCO,313.15,2.1041341542702074,Brouwer
6026,Benzene,Thiodiglycol,c1ccccc1,OCCSCCO,333.15,2.066862759472976,Brouwer
6027,Cyclohexane,Thiodiglycol,C1CCCCC1,OCCSCCO,298.15,4.020051957640246,Brouwer
6028,Cyclohexane,Thiodiglycol,C1CCCCC1,OCCSCCO,313.15,3.835789699428557,Brouwer
6029,Cyclohexane,Thiodiglycol,C1CCCCC1,OCCSCCO,333.15,3.5137817424093014,Brouwer
6030,Toluene,Thiodiglycol,Cc1ccccc1,OCCSCCO,298.15,2.734367509419584,Brouwer
6031,Toluene,Thiodiglycol,Cc1ccccc1,OCCSCCO,313.15,2.5572273113676265,Brouwer
6032,Toluene,Thiodiglycol,Cc1ccccc1,OCCSCCO,333.15,2.388762789235098,Brouwer
6033,methylcyclohexane,Thiodiglycol,CC1CCCCC1,OCCSCCO,298.15,4.397210769998922,Brouwer
6034,methylcyclohexane,Thiodiglycol,CC1CCCCC1,OCCSCCO,313.15,4.2009243342846565,Brouwer
6035,methylcyclohexane,Thiodiglycol,CC1CCCCC1,OCCSCCO,333.15,3.927837297722504,Brouwer
6036,methylcyclopentane,Thiodiglycol,CC1CCCC1,OCCSCCO,298.15,4.03416983918603,Brouwer
6037,methylcyclopentane,Thiodiglycol,CC1CCCC1,OCCSCCO,313.15,3.8824706031661216,Brouwer
6038,methylcyclopentane,Thiodiglycol,CC1CCCC1,OCCSCCO,333.15,3.684268841556253,Brouwer
6039,n-Heptane,Thiodiglycol,CCCCCCC,OCCSCCO,298.15,4.907169279034665,Brouwer
6040,n-Heptane,Thiodiglycol,CCCCCCC,OCCSCCO,313.15,4.716407399978649,Brouwer
6041,n-Heptane,Thiodiglycol,CCCCCCC,OCCSCCO,333.15,4.469293187436738,Brouwer
6042,n-Hexane,Thiodiglycol,CCCCCC,OCCSCCO,298.15,4.502029427068578,Brouwer
6043,n-Hexane,Thiodiglycol,CCCCCC,OCCSCCO,313.15,4.340579444759708,Brouwer
6044,n-Hexane,Thiodiglycol,CCCCCC,OCCSCCO,333.15,4.186726215651727,Brouwer
6045,1-Butanol,n-Octane,CCCCO,CCCCCCCC,298.15,3.6,Brouwer
6046,1-Butanol,n-Octane,CCCCO,CCCCCCCC,303.15,3.4688560301359703,Brouwer
6047,1-Butanol,n-Octane,CCCCO,CCCCCCCC,313.15,3.173878458937465,Brouwer
6048,1-Butanol,n-Octane,CCCCO,CCCCCCCC,323.15,2.91235066461494,Brouwer
6049,1-Butanol,n-Octane,CCCCO,CCCCCCCC,333.15,2.6741486494265287,Brouwer
6050,1-Butanol,n-Octane,CCCCO,CCCCCCCC,343.15,2.4159137783010487,Brouwer
6051,1-Propanol,n-Octane,CCCO,CCCCCCCC,298.15,3.71,Brouwer
6052,1-Propanol,n-Octane,CCCO,CCCCCCCC,293.15,3.871201010907891,Brouwer
6053,1-Propanol,n-Octane,CCCO,CCCCCCCC,303.15,3.53222564406856,Brouwer
6054,1-Propanol,n-Octane,CCCO,CCCCCCCC,313.15,3.277144732992177,Brouwer
6055,1-Propanol,n-Octane,CCCO,CCCCCCCC,323.15,3.0204248861443626,Brouwer
6056,1-Propanol,n-Octane,CCCO,CCCCCCCC,333.15,2.785011242238338,Brouwer
6057,1-Propanol,n-Octane,CCCO,CCCCCCCC,343.15,2.5572273113676265,Brouwer
6058,2-Propanol,n-Octane,CC(C)O,CCCCCCCC,293.15,3.742420221041966,Brouwer
6059,Benzene,n-Octane,c1ccccc1,CCCCCCCC,298.15,0.5254383361338362,Brouwer
6060,Cyclohexane,n-Octane,C1CCCCC1,CCCCCCCC,298.15,0.1005690549216954,Brouwer
6061,Ethanol,n-Octane,CCO,CCCCCCCC,298.15,4.02,Brouwer
6062,Ethanol,n-Octane,CCO,CCCCCCCC,288.15,4.354141431184346,Brouwer
6063,Ethanol,n-Octane,CCO,CCCCCCCC,293.15,4.160444363926624,Brouwer
6064,Ethanol,n-Octane,CCO,CCCCCCCC,298.15,4.014579593753238,Brouwer
6065,Ethanol,n-Octane,CCO,CCCCCCCC,303.15,3.862832761237376,Brouwer
6066,Ethanol,n-Octane,CCO,CCCCCCCC,308.15,3.716008121502189,Brouwer
6067,Ethanol,n-Octane,CCO,CCCCCCCC,313.15,3.580737295494233,Brouwer
6068,Ethanol,n-Octane,CCO,CCCCCCCC,318.15,3.4372078191851885,Brouwer
6069,Ethanol,n-Octane,CCO,CCCCCCCC,323.15,3.310543013394025,Brouwer
6070,Methanol,n-Octane,CO,CCCCCCCC,298.15,4.42,Brouwer
6071,Methanol,n-Octane,CO,CCCCCCCC,288.15,4.726502471155617,Brouwer
6072,Methanol,n-Octane,CO,CCCCCCCC,293.15,4.554928969551344,Brouwer
6073,Methanol,n-Octane,CO,CCCCCCCC,298.15,4.430816798843313,Brouwer
6074,Methanol,n-Octane,CO,CCCCCCCC,303.15,4.280824129164719,Brouwer
6075,Methanol,n-Octane,CO,CCCCCCCC,308.15,4.0943445622221,Brouwer
6076,Methanol,n-Octane,CO,CCCCCCCC,313.15,3.9889840465642745,Brouwer
6077,Methanol,n-Octane,CO,CCCCCCCC,318.15,3.845883202923601,Brouwer
6078,Methanol,n-Octane,CO,CCCCCCCC,323.15,3.7062280924485496,Brouwer
6079,Tributyl phosphate,n-Octane,CCCCOP(=O)(OCCCC)OCCCC,CCCCCCCC,298.15,1.4119377410998664,Brouwer
6080,furan,n-Octane,c1ccoc1,CCCCCCCC,293.4,0.4510756193602167,Brouwer
6081,furan,n-Octane,c1ccoc1,CCCCCCCC,298.3,0.4446858212614457,Brouwer
6082,furan,n-Octane,c1ccoc1,CCCCCCCC,303.4,0.4252677354043441,Brouwer
6083,furan,n-Octane,c1ccoc1,CCCCCCCC,308.3,0.4054651081081644,Brouwer
6084,furan,n-Octane,c1ccoc1,CCCCCCCC,323.1,0.3852624007906449,Brouwer
6085,n-Heptane,n-Octane,CCCCCCC,CCCCCCCC,298.15,-0.1343317127952918,Brouwer
6086,n-Octane,n-Octane,CCCCCCCC,CCCCCCCC,298.15,0.1356666114215335,Brouwer
6087,phenol,n-Octane,Oc1ccccc1,CCCCCCCC,283.15,4.852030263919617,Brouwer
6088,phenol,n-Octane,Oc1ccccc1,CCCCCCCC,298.15,4.189654742026425,Brouwer
6089,phenol,n-Octane,Oc1ccccc1,CCCCCCCC,313.15,3.688879454113936,Brouwer
6090,phenol,n-Octane,Oc1ccccc1,CCCCCCCC,328.15,3.258096538021482,Brouwer
6091,"1,2-dichloroethane",n-octane,ClCCCl,CCCCCCCC,273.15,1.0647107369924282,Brouwer
6092,1-bromoethane,n-octane,CCBr,CCCCCCCC,273.15,0.4824261492442928,Brouwer
6093,1-pentene,n-octane,C=CCCC,CCCCCCCC,293.15,-0.0408219945202551,Brouwer
6094,"2,2,4-trimethylpentane",n-octane,CC(C)CC(C)(C)C,CCCCCCCC,328.15,0.0953101798043249,Brouwer
6095,"2,2,4-trimethylpentane",n-octane,CC(C)CC(C)(C)C,CCCCCCCC,348.15,0.0582689081239758,Brouwer
6096,"2,2,4-trimethylpentane",n-octane,CC(C)CC(C)(C)C,CCCCCCCC,388.15,0.009950330853168,Brouwer
6097,"2,3,4-trimethylpentane",n-octane,CC(C)C(C)C(C)C,CCCCCCCC,298.15,0.0582689081239758,Brouwer
6098,"2,4-dimethylpentane",n-octane,CC(C)CC(C)C,CCCCCCCC,298.15,0.0676586484738148,Brouwer
6099,"2,5-dimethylhexane",n-octane,CC(C)CCC(C)C,CCCCCCCC,298.15,0.0769610411361284,Brouwer
6100,2-Butanone,n-octane,CCC(C)=O,CCCCCCCC,328.15,1.332366019094335,Brouwer
6101,2-Butanone,n-octane,CCC(C)=O,CCCCCCCC,348.15,1.181727195378616,Brouwer
6102,2-Butanone,n-octane,CCC(C)=O,CCCCCCCC,388.15,0.9516578757114464,Brouwer
6103,2-Butanone,n-octane,CCC(C)=O,CCCCCCCC,293.15,1.423108334242607,Brouwer
6104,2-Pentanone,n-octane,CCCC(C)=O,CCCCCCCC,328.15,1.208960345836975,Brouwer
6105,2-Pentanone,n-octane,CCCC(C)=O,CCCCCCCC,348.15,1.043804052173115,Brouwer
6106,2-Pentanone,n-octane,CCCC(C)=O,CCCCCCCC,388.15,0.8415671856782185,Brouwer
6107,"2-methyl-1,3-butadiene",n-octane,C=CC(=C)C,CCCCCCCC,293.15,-0.0100503358535014,Brouwer
6108,2-methylpentane,n-octane,CCCC(C)C,CCCCCCCC,298.15,0.0295588022415444,Brouwer
6109,3-methyl-1-butene,n-octane,C=CC(C)C,CCCCCCCC,293.15,-0.0618754037180875,Brouwer
6110,4-methyl-2-pentanone,n-octane,CC(=O)CC(C)C,CCCCCCCC,328.15,1.0224509277025455,Brouwer
6111,4-methyl-2-pentanone,n-octane,CC(=O)CC(C)C,CCCCCCCC,348.15,0.9162907318741552,Brouwer
6112,4-methyl-2-pentanone,n-octane,CC(=O)CC(C)C,CCCCCCCC,388.15,0.7323678937132266,Brouwer
6113,Acetone,n-octane,CC(C)=O,CCCCCCCC,313.15,1.7783364488959144,Brouwer
6114,Acetone,n-octane,CC(C)=O,CCCCCCCC,333.15,1.7561322915849038,Brouwer
6115,Acetone,n-octane,CC(C)=O,CCCCCCCC,328.15,1.5912739418064292,Brouwer
6116,Acetone,n-octane,CC(C)=O,CCCCCCCC,348.15,1.4422019930581866,Brouwer
6117,Acetone,n-octane,CC(C)=O,CCCCCCCC,388.15,1.1786549963416462,Brouwer
6118,Acetone,n-octane,CC(C)=O,CCCCCCCC,298.15,1.9050881545350584,Brouwer
6119,Acetone,n-octane,CC(C)=O,CCCCCCCC,303.15,1.7967470107390942,Brouwer
6120,Acetone,n-octane,CC(C)=O,CCCCCCCC,308.15,1.728109442151599,Brouwer
6121,Acetone,n-octane,CC(C)=O,CCCCCCCC,313.15,1.6601310267496183,Brouwer
6122,Acetone,n-octane,CC(C)=O,CCCCCCCC,318.15,1.601405740736836,Brouwer
6123,Acetone,n-octane,CC(C)=O,CCCCCCCC,293.15,1.9878743481543453,Brouwer
6124,Acetonitrile,n-octane,CC#N,CCCCCCCC,313.15,3.261935314328648,Brouwer
6125,Acetonitrile,n-octane,CC#N,CCCCCCCC,333.15,2.9069010598473755,Brouwer
6126,Acetonitrile,n-octane,CC#N,CCCCCCCC,273.15,3.4436180975461075,Brouwer
6127,Benzene,n-octane,c1ccccc1,CCCCCCCC,328.15,0.3293037471426003,Brouwer
6128,Benzene,n-octane,c1ccccc1,CCCCCCCC,348.15,0.262364264467491,Brouwer
6129,Benzene,n-octane,c1ccccc1,CCCCCCCC,388.15,0.1823215567939546,Brouwer
6130,Benzene,n-octane,c1ccccc1,CCCCCCCC,298.15,0.5481214085096876,Brouwer
6131,Benzene,n-octane,c1ccccc1,CCCCCCCC,348.15,0.3576744442718159,Brouwer
6132,Benzene,n-octane,c1ccccc1,CCCCCCCC,348.15,0.4054651081081644,Brouwer
6133,Butyraldehyde,n-octane,CCCC=O,CCCCCCCC,328.15,1.1568811967920856,Brouwer
6134,Butyraldehyde,n-octane,CCCC=O,CCCCCCCC,348.15,1.0224509277025455,Brouwer
6135,Butyraldehyde,n-octane,CCCC=O,CCCCCCCC,388.15,0.7929925155296614,Brouwer
6136,Chloroform,n-octane,ClC(Cl)Cl,CCCCCCCC,313.15,0.4382549309311553,Brouwer
6137,Chloroform,n-octane,ClC(Cl)Cl,CCCCCCCC,333.15,0.3576744442718159,Brouwer
6138,Chloroform,n-octane,ClC(Cl)Cl,CCCCCCCC,273.15,0.3576744442718159,Brouwer
6139,Cyclohexane,n-octane,C1CCCCC1,CCCCCCCC,298.15,0.048790164169432,Brouwer
6140,Dichloromethane,n-octane,ClCCl,CCCCCCCC,273.15,0.7654678421395714,Brouwer
6141,Ethanol,n-octane,CCO,CCCCCCCC,313.15,3.5890591188317256,Brouwer
6142,Ethanol,n-octane,CCO,CCCCCCCC,333.15,3.3214324131932926,Brouwer
6143,Ethanol,n-octane,CCO,CCCCCCCC,322.15,2.6741486494265287,Brouwer
6144,Ethanol,n-octane,CCO,CCCCCCCC,337.95,2.5726122302071057,Brouwer
6145,Ethanol,n-octane,CCO,CCCCCCCC,353.65,2.5649493574615367,Brouwer
6146,Ethanol,n-octane,CCO,CCCCCCCC,293.15,3.9219733362813134,Brouwer
6147,Ethyl Propionate,n-octane,CCOC(=O)CC,CCCCCCCC,328.15,0.8109302162163288,Brouwer
6148,Ethyl Propionate,n-octane,CCOC(=O)CC,CCCCCCCC,348.15,0.6830968447064438,Brouwer
6149,Ethyl Propionate,n-octane,CCOC(=O)CC,CCCCCCCC,388.15,0.5306282510621704,Brouwer
6150,Ethyl acetate,n-octane,CCOC(C)=O,CCCCCCCC,313.15,1.0784095813505905,Brouwer
6151,Ethyl acetate,n-octane,CCOC(C)=O,CCCCCCCC,333.15,1.0331844833456545,Brouwer
6152,Ethyl acetate,n-octane,CCOC(C)=O,CCCCCCCC,328.15,1.0367368849500225,Brouwer
6153,Ethyl acetate,n-octane,CCOC(C)=O,CCCCCCCC,348.15,0.883767540168595,Brouwer
6154,Ethyl acetate,n-octane,CCOC(C)=O,CCCCCCCC,388.15,0.6931471805599453,Brouwer
6155,Ethyl acetate,n-octane,CCOC(C)=O,CCCCCCCC,293.15,1.1786549963416462,Brouwer
6156,Ethyl butyrate,n-octane,CCCC(=O)OCC,CCCCCCCC,328.15,0.6418538861723947,Brouwer
6157,Ethyl butyrate,n-octane,CCCC(=O)OCC,CCCCCCCC,348.15,0.5364933705145685,Brouwer
6158,Ethyl butyrate,n-octane,CCCC(=O)OCC,CCCCCCCC,388.15,0.418710334858185,Brouwer
6159,Hexanaldehyde,n-octane,CCCCCC=O,CCCCCCCC,328.15,0.9282193027394288,Brouwer
6160,Hexanaldehyde,n-octane,CCCCCC=O,CCCCCCCC,348.15,0.8329091229351039,Brouwer
6161,Hexanaldehyde,n-octane,CCCCCC=O,CCCCCCCC,388.15,0.6626879730752367,Brouwer
6162,Iodoethane,n-octane,CCI,CCCCCCCC,273.15,0.5877866649021191,Brouwer
6163,Iodomethane,n-octane,CI,CCCCCCCC,273.15,0.62057648772511,Brouwer
6164,Methanol,n-octane,CO,CCCCCCCC,313.15,4.174387269895637,Brouwer
6165,Methanol,n-octane,CO,CCCCCCCC,333.15,3.949318790171843,Brouwer
6166,Methanol,n-octane,CO,CCCCCCCC,293.15,4.382026634673881,Brouwer
6167,Propionaldehyde,n-octane,CCC=O,CCCCCCCC,328.15,1.2919836816486494,Brouwer
6168,Propionaldehyde,n-octane,CCC=O,CCCCCCCC,348.15,1.1410330045520618,Brouwer
6169,Propionaldehyde,n-octane,CCC=O,CCCCCCCC,388.15,0.9122827104766164,Brouwer
6170,Propionitrile,n-octane,CCC#N,CCCCCCCC,273.15,3.039749158970765,Brouwer
6171,Tetrachloromethane,n-octane,ClC(Cl)(Cl)Cl,CCCCCCCC,328.15,0.1043600153242428,Brouwer
6172,Tetrahydrofuran,n-octane,C1CCOC1,CCCCCCCC,293.15,0.4054651081081644,Brouwer
6173,cyclohexyl amine,n-octane,NC1CCCCC1,CCCCCCCC,353.15,0.4762341789963717,Brouwer
6174,cyclohexyl amine,n-octane,NC1CCCCC1,CCCCCCCC,373.15,0.4054651081081644,Brouwer
6175,cyclohexyl amine,n-octane,NC1CCCCC1,CCCCCCCC,393.15,0.3506568716131693,Brouwer
6176,cyclohexyl amine,n-octane,NC1CCCCC1,CCCCCCCC,333.15,0.5905605917848442,Brouwer
6177,cyclohexyl amine,n-octane,NC1CCCCC1,CCCCCCCC,353.15,0.498348102254878,Brouwer
6178,ethylcyclohexane,n-octane,CCC1CCCCC1,CCCCCCCC,298.15,0.009950330853168,Brouwer
6179,ethylenediamine,n-octane,NCCN,CCCCCCCC,333.15,2.2362315924440246,Brouwer
6180,ethylenediamine,n-octane,NCCN,CCCCCCCC,353.15,2.169396498750301,Brouwer
6181,n-Heptane,n-octane,CCCCCCC,CCCCCCCC,298.15,0.048790164169432,Brouwer
6182,n-Hexane,n-octane,CCCCCC,CCCCCCCC,298.15,0.0295588022415444,Brouwer
6183,n-Hexane,n-octane,CCCCCC,CCCCCCCC,328.15,0.0676586484738148,Brouwer
6184,n-Hexane,n-octane,CCCCCC,CCCCCCCC,348.15,0.0392207131532813,Brouwer
6185,n-Hexane,n-octane,CCCCCC,CCCCCCCC,388.15,0.0198026272961797,Brouwer
6186,n-Nonane,n-octane,CCCCCCCCC,CCCCCCCC,298.15,0.0861776962410524,Brouwer
6187,n-Octane,n-octane,CCCCCCCC,CCCCCCCC,298.15,0.0676586484738148,Brouwer
6188,n-Pentane,n-octane,CCCCC,CCCCCCCC,298.15,-0.0202027073175194,Brouwer
6189,n-Pentane,n-octane,CCCCC,CCCCCCCC,313.15,0.0,Brouwer
